Alignment ID	RT	m.z	2022_12_30_neg_BK_Sfery_23_08_22_B_1_230106030156	2022_12_30_neg_BK_Sfery_23_08_22_B_10_230106082540	2022_12_30_neg_BK_Sfery_23_08_22_B_11_230106090129	2022_12_30_neg_BK_Sfery_23_08_22_B_12_230106093733	2022_12_30_neg_BK_Sfery_23_08_22_B_13_230106101334	2022_12_30_neg_BK_Sfery_23_08_22_B_14_230106104923	2022_12_30_neg_BK_Sfery_23_08_22_B_15_230106112527	2022_12_30_neg_BK_Sfery_23_08_22_B_16_230106120127	2022_12_30_neg_BK_Sfery_23_08_22_B_17_230106123717	2022_12_30_neg_BK_Sfery_23_08_22_B_18_230106131319	2022_12_30_neg_BK_Sfery_23_08_22_B_19_230106134912	2022_12_30_neg_BK_Sfery_23_08_22_B_2_230106033758	2022_12_30_neg_BK_Sfery_23_08_22_B_20_230106142513	2022_12_30_neg_BK_Sfery_23_08_22_B_21_230106150117	2022_12_30_neg_BK_Sfery_23_08_22_B_22_230106153722	2022_12_30_neg_BK_Sfery_23_08_22_B_23_230106161325	2022_12_30_neg_BK_Sfery_23_08_22_B_24_230106164931	2022_12_30_neg_BK_Sfery_23_08_22_B_3_230106041349	2022_12_30_neg_BK_Sfery_23_08_22_B_4_230106044950	2022_12_30_neg_BK_Sfery_23_08_22_B_5_230106052539	2022_12_30_neg_BK_Sfery_23_08_22_B_6_230106060143	2022_12_30_neg_BK_Sfery_23_08_22_B_7_230106063744	2022_12_30_neg_BK_Sfery_23_08_22_B_8_230106071333	2022_12_30_neg_BK_Sfery_23_08_22_B_9_230106074937	2022_12_30_neg_BK_Sfery_23_08_22_S_1_230105123700	2022_12_30_neg_BK_Sfery_23_08_22_S_10_230105180128	2022_12_30_neg_BK_Sfery_23_08_22_S_11_230105183731	2022_12_30_neg_BK_Sfery_23_08_22_S_12_230105191335	2022_12_30_neg_BK_Sfery_23_08_22_S_13_230105194938	2022_12_30_neg_BK_Sfery_23_08_22_S_14_230105202542	2022_12_30_neg_BK_Sfery_23_08_22_S_15_230105210147	2022_12_30_neg_BK_Sfery_23_08_22_S_16_230105213750	2022_12_30_neg_BK_Sfery_23_08_22_S_17_230105221352	2022_12_30_neg_BK_Sfery_23_08_22_S_18_230105224951	2022_12_30_neg_BK_Sfery_23_08_22_S_19_230105232554	2022_12_30_neg_BK_Sfery_23_08_22_S_2_230105131319	2022_12_30_neg_BK_Sfery_23_08_22_S_20_230106000158	2022_12_30_neg_BK_Sfery_23_08_22_S_21_230106003759	2022_12_30_neg_BK_Sfery_23_08_22_S_22_230106011404	2022_12_30_neg_BK_Sfery_23_08_22_S_23_230106015006	2022_12_30_neg_BK_Sfery_23_08_22_S_24_230106022607	2022_12_30_neg_BK_Sfery_23_08_22_S_3_230105134921	2022_12_30_neg_BK_Sfery_23_08_22_S_4_230105142510	2022_12_30_neg_BK_Sfery_23_08_22_S_5_230105150113	2022_12_30_neg_BK_Sfery_23_08_22_S_6_230105153717	2022_12_30_neg_BK_Sfery_23_08_22_S_7_230105161318	2022_12_30_neg_BK_Sfery_23_08_22_S_8_230105164921	2022_12_30_neg_BK_Sfery_23_08_22_S_9_230105172525
3406	13.174	545.22253	11141	10535	14400	23382	6704	7763	13620	17985	10439	15086	37451	26192	12665	15026	10217	5618	16251	18559	9087	11434	12799	10052	14427	9530	0	0	0	0	0	0	0	0	0	0	120	0	141	0	0	0	0	0	0	0	0	0	0	0
3407	14.508	545.23749	65154	34850	28866	37495	16249	59118	38007	35775	22990	28957	44564	42893	44005	37526	37048	22474	28847	63850	32282	42255	40901	36267	22620	31911	392	0	0	0	0	439	544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3408	14.939	545.25867	54726	51963	31502	25685	28806	23680	45653	71610	85725	67944	12821	38341	30082	39734	55086	84306	28284	59671	53612	27874	56572	66532	37637	37520	528	0	210	0	0	564	0	0	870	0	0	0	0	416	0	139	0	99	1083	0	709	740	0	790
3409	18.153	545.29626	0	1883	488	483	1508	0	0	2285	0	477	645	0	498	2375	1537	220	0	0	0	1083	0	0	1845	0	7717	18082	15082	18750	17637	12161	9478	9085	12414	10090	12674	16042	5040	9229	6573	2914	7088	9430	7171	6500	6071	17033	19172	21787
3410	14.085	545.32593	19678	17160	19542	21141	23646	8540	8517	24946	20138	12558	16225	18717	16744	17255	12884	11567	10426	29136	15131	22670	18142	17384	22439	14723	0	734	0	0	937	0	0	0	0	396	0	0	0	0	295	0	0	395	0	146	0	546	0	0
3411	17.315	545.34668	1253	29341	40608	32955	3452	10221	6981	10672	21400	45986	27769	16150	16017	38336	14842	6616	203857	11902	15510	8189	16308	1080	7519	16706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	0	162	499	0	0	0	111	0	0
3412	19.923	545.34808	6723	124973	6495	7493	10959	30712	12967	14260	1463	10035	26499	22457	13359	25075	53970	43468	7323	15728	19772	16822	68030	5082	120744	10346	0	0	0	0	0	224	0	0	0	0	0	0	221	0	495	91	0	0	236	0	0	0	0	0
3413	18.098	545.34814	119097	1191101	265534	171973	318727	1081921	525450	475235	83348	504125	495948	774940	356669	474340	997134	1288909	511574	208812	190104	239284	747778	58924	1124853	265959	0	0	0	430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3414	1.95	547.12921	11062	13092	8319	7114	3491	6275	4105	9915	10170	12544	8000	7432	4503	5768	9206	5358	8341	6714	9703	7364	6471	11696	4974	8395	0	0	0	0	0	0	0	0	420	0	0	0	0	0	0	0	0	762	0	0	0	0	939	0
3415	10.233	547.14398	57640	74140	48471	69476	27969	66775	58345	70095	27872	59087	56379	70857	39310	31609	44713	46525	37526	57408	100728	50447	66385	94604	56669	43350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3416	11.843	547.14435	46230	62349	45805	45356	21154	39128	36440	46647	22067	44839	34733	46460	32973	20118	30734	30850	27825	52661	71224	40556	67292	54936	46436	37654	240	1486	3194	807	4165	2314	686	1275	1293	0	0	447	0	0	0	0	1453	966	0	0	965	950	1291	0
3417	1.527	547.15076	11175	14825	11024	15440	17689	22693	12013	12699	17922	19741	14997	18478	18151	24937	16958	17403	29246	14698	16319	17019	16486	15148	12088	17740	32518	28984	30136	26418	32040	34118	41266	41596	29099	32918	39071	26543	36593	48173	42308	48187	28209	24234	32382	35400	17901	26524	28881	32941
3418	10.442	547.15503	52450	54390	46303	41563	64090	27104	29429	41587	35225	72737	84591	55312	37821	32905	28855	31949	42839	87565	64070	48490	61805	65077	36265	29774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3419	10.757	547.15546	75586	75447	52625	61875	96692	46101	48244	60260	46766	113682	202684	68938	49614	50568	43472	49891	71168	149369	83268	73544	81993	87038	65646	43558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3420	2.059	547.16547	21481	10595	61690	11769	39189	17658	15622	18024	12803	26902	12510	14786	30764	18474	30836	17191	20895	11704	9841	12487	53696	14810	19550	31642	858	2017	2620	1264	2486	3159	2944	2246	2268	3061	3363	2544	941	3938	2925	2534	1459	3268	300	376	3214	3753	1177	3023
3421	11.745	547.17511	18808	14697	19857	20099	18262	16836	14266	25094	20130	19470	10821	16443	20240	18557	14357	17762	13852	27994	19931	20341	18936	19125	14892	17275	0	0	0	0	0	0	0	0	0	0	581	0	0	0	0	0	0	0	0	0	0	0	0	0
3422	1.414	547.18634	0	0	0	0	0	0	0	0	0	0	0	0	0	386	0	0	0	0	0	0	0	0	0	0	47834	51125	42316	53226	47794	42969	39940	49573	50374	35770	23550	72946	28790	35246	56423	57664	54864	45462	65674	35980	60798	39406	67631	79905
3423	12.758	547.19293	10766	28451	13084	26610	6186	17623	12530	37702	10598	8139	12807	7606	3404	13727	18523	11766	15195	24720	12893	22052	9806	20666	19431	13348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3424	12.259	547.2019	54184	54785	147648	57716	48152	21106	27872	103055	73464	45467	33028	126881	101247	125797	173103	42291	85735	86522	60962	72364	244288	131064	55808	250878	401	330	0	3844	415	334	325	2378	958	0	449	734	0	0	0	876	205	0	432	0	3864	722	0	705
3425	12.545	547.2019	39901	34421	90116	41709	67256	35214	29401	67392	38254	28046	53386	61644	60076	59607	60505	37658	83488	39254	57514	60824	69843	62066	136790	95250	447	0	0	0	0	424	0	0	229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3426	11.774	547.20209	0	0	1119	3049	0	2084	2733	336	1167	1473	1565	1597	2219	0	0	0	0	0	0	296	814	0	0	903	63385	48477	38848	51134	81085	64974	42264	36588	60668	21868	31330	17655	42036	40720	30886	75906	47941	42346	53141	29120	81466	26771	18939	41076
3427	12.752	547.2168	7093952	4541468	3618262	8292998	2747764	4984480	2565067	33166	3261401	3295481	5851872	6083223	3300580	3344934	4436798	4439524	4517897	8312432	5225054	7550474	5051977	6631590	6078092	4353425	3254	703	0	0	0	0	0	0	0	0	433	2007	0	0	0	528	0	0	0	0	0	0	0	0
3428	14.048	547.2168	233503	273555	184528	185258	61702	108812	94094	112120	138689	132926	233297	228971	146508	99262	216501	129557	172501	278572	238504	236576	200529	207035	438188	167683	0	0	0	0	202	0	135	138	0	0	674	0	0	1643	0	0	157	439	0	0	120	0	125	0
3429	13.539	547.21698	1029993	1321673	975581	783224	211817	760578	521826	646255	840985	864283	1395980	883230	618394	572859	1376289	669552	926896	1530921	1816146	1190611	709957	1078234	1835994	966098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166	0	0	0	0	0	0	0	0	0
3430	14.72	547.21704	80390	113429	43205	45756	23252	38554	32434	47192	43814	37282	52435	64477	57769	26259	56256	40811	68602	144161	68874	74036	60218	89562	130811	38056	150	171	0	0	104	0	691	418	370	934	1644	494	542	2147	938	0	546	445	0	0	0	0	0	0
3431	14.895	547.23877	0	0	0	0	0	0	148	431	0	0	0	201	0	0	0	0	0	0	250	0	0	174	123	0	3898	6615	9242	17284	2194	2989	8230	10996	1569	1484	5321	44087	6503	5039	9424	3572	15874	12924	7931	29044	24534	21756	27369	12891
3432	12.752	547.24078	31292	8455	8206	24381	15019	26702	12646	15828	14793	5962	28231	14774	12265	14115	20673	11598	17459	24589	20424	23268	35847	36360	19994	19501	835	1973	2647	6218	3919	2561	3716	200	2367	2677	1872	1238	1174	870	1378	3291	2287	2492	3790	2143	4147	3843	870	4244
3433	14.654	547.2746	14290	11785	13265	7667	12118	39962	25521	13145	31609	20063	6110	7501	22950	6829	39871	16305	13915	9430	8717	9496	14047	19866	7525	10532	0	0	0	0	0	0	0	0	125	0	0	242	0	0	518	0	368	606	0	0	0	133	0	518
3434	17.534	547.36304	729148	811345	708293	965716	846143	1142411	828370	881622	897817	1348816	817866	1238429	832454	893942	832348	1006971	1934073	708258	570462	1098703	1501328	567822	1405654	993511	835	520	0	0	0	0	0	0	372	0	0	329	0	748	290	0	0	1393	676	512	457	0	0	732
3435	18.831	547.36328	710119	900400	423162	995964	587486	852454	550057	701498	453476	904306	433020	5796	473710	759125	722041	795257	1228120	612737	821191	970880	1363233	574812	1092980	861695	0	382	0	0	0	0	0	0	274	0	0	103	0	0	0	0	0	0	0	0	0	0	261	0
3436	19.724	547.36359	66312	139345	28986	70033	30402	42026	35003	18438	18933	54128	113631	54812	33084	56787	40052	32857	74332	65737	174103	108071	264685	54535	111448	59956	511	0	492	245	0	0	0	0	0	0	452	0	0	0	0	0	275	0	0	0	0	567	0	0
3437	18.259	547.45764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9461	18550	11312	10897	13012	11693	10710	10256	12102	10366	9366	13483	12145	14033	7956	8619	15345	14641	9216	14833	7870	13220	13344	14562
3438	11.815	549.08728	319029	60159	294595	340151	184830	849561	407932	405386	91301	19469	46533	369820	255500	524548	482611	147210	283019	792888	231904	176517	266778	521391	170955	65240	0	0	0	915	0	0	7490	0	5311	0	4738	1260	0	0	14994	0	0	18557	2048	0	0	28894	0	0
3439	12.173	549.08771	31889	5908	29841	27585	14955	76655	46260	27196	8625	1253	4257	42697	30175	57799	41104	10502	26830	87981	30158	20824	31453	51925	17475	7771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3440	12.937	549.12286	358	438	0	336	0	204	410	0	1000	739	0	326	0	0	0	873	0	0	1237	510	0	0	1226	1037	106257	265644	108675	111678	87268	154665	93765	239018	203867	111147	52506	312660	101617	60388	113568	170803	177375	58264	62130	71904	81509	35250	209478	62327
3441	1.839	549.14532	7110	8485	12452	6592	10282	6665	7048	15967	13703	12576	6995	12021	8145	13568	17053	10823	15625	8129	10632	8299	6677	9561	6390	10852	5007	3366	4360	2902	2553	3907	3730	1482	5280	2246	3536	2518	3272	2926	3723	3784	2071	3546	4777	3563	3324	2358	2635	3039
3442	11.979	549.15985	156656	189287	147131	177486	68900	137581	157654	185781	117574	192748	298733	199830	107575	148553	227509	139896	177189	182822	239671	199453	232034	213499	158613	182683	840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3443	14.854	549.15997	12943	1707	16817	7784	0	2852	0	6335	8266	6522	1579	8723	7801	9701	9352	2974	0	9585	33792	13750	12273	7542	4282	13482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3444	11.041	549.1601	30912	30167	27260	21453	9305	15942	9040	32382	31150	13048	52523	21234	17262	17703	27122	16693	66142	44486	51024	29278	80111	39434	51400	36346	0	0	572	0	0	629	0	236	0	0	0	266	0	0	0	283	0	118	0	553	0	0	0	0
3445	1.434	549.16608	1697	1682	3727	3094	2963	3154	2282	4210	9228	938	4100	7854	5311	9288	3242	875	10769	6812	2989	4920	7298	2982	3258	8599	53421	35545	44550	41698	92069	45235	76064	69451	66207	54678	69896	56885	59276	70572	63066	97055	68104	91302	75010	33595	68242	131157	65201	51486
3446	10.429	549.17078	245494	299098	271630	416274	365292	329065	277898	437256	406101	258863	62972	491017	234529	382406	346496	423232	319115	88377	374199	497912	378439	382360	374970	282163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0	0	0
3447	11.075	549.17078	19957	15413	16594	33684	29887	29521	23556	32819	25749	18385	516	37497	21966	38839	34258	26527	800	2290	30436	44167	14052	22378	40785	17425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3448	15.195	549.17542	0	0	0	0	0	0	0	0	0	0	0	0	1032	0	0	0	476	0	0	0	0	0	141	0	13740	10610	14870	10440	11431	10817	12837	11224	12961	17340	14151	14134	12683	11701	12802	10989	11955	19763	11936	10650	11588	10088	13077	9966
3449	15.737	549.1759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	376	0	0	0	0	0	400	44756	24942	49465	29288	28040	30726	28502	28745	27545	33131	31064	16180	21078	20439	33933	36050	41528	38006	20462	30366	33711	28590	14894	30287
3450	1.812	549.18091	0	0	653	832	721	0	0	0	0	392	0	405	0	949	0	826	1674	0	233	462	1218	558	1232	0	29887	19822	33593	36657	29980	35937	35046	34544	40863	28839	28398	29351	16522	25714	26691	24525	23815	26126	33896	39133	30663	19041	55521	32079
3451	1.51	549.18274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9708	8378	19408	14988	4026	10788	13851	18596	17273	8613	2578	14222	9687	15226	19310	12543	16604	20106	3805	17274	9819	17858	28364	12199
3452	12.611	549.19611	194445	71973	85379	56398	48024	179573	97143	56541	82340	74646	35653	179129	73592	59848	60947	62688	327194	82651	68691	84340	103244	148136	55236	107144	4097	8832	7176	9190	4298	7167	5043	4168	4860	3495	2813	8423	2232	3969	6712	3083	6285	2280	6336	8373	5190	12494	1892	5964
3453	12.992	549.19629	53863	30042	32759	44338	18756	80849	39660	24350	34290	28084	31739	50328	32852	31640	28631	22298	68445	24580	23588	38554	38448	45671	27584	42495	1060	824	1205	2980	2091	3281	2405	889	1668	1958	628	1594	903	1474	2782	172	3080	487	1984	2289	2933	2491	1795	1930
3454	12.105	549.19641	22509	20652	19653	20933	10000	27985	16196	13112	30718	16203	16863	30918	16908	17045	17883	17339	59612	23939	16151	29522	28444	16984	20441	31192	9624	13477	15280	22748	9417	23584	18206	17806	13442	16562	8379	22567	11419	8933	13066	16868	10623	12425	13008	12040	14031	13613	22305	14856
3455	14.739	549.19647	930	689	834	1177	589	1189	1497	1569	2074	834	2901	1942	958	667	2852	692	554	2269	1453	2101	1259	2020	1888	289	10423	6905	10073	11046	23483	7249	25363	385418	17099	48299	29785	809662	1814	19933	59480	34368	10681	1521	16460	6936	31541	15253	11278	2013
3456	12.756	549.19659	33203	12013	16466	12430	11601	46061	21294	15023	20427	9967	12485	22400	14012	15533	15624	11580	47206	14828	12976	21569	17667	26692	12358	22439	9778	24812	22565	22031	9642	12686	12728	9981	8584	10234	8019	13249	5256	15248	22235	9360	9852	7873	13705	10135	11576	33840	5723	12117
3457	12.468	549.21716	7337	0	14169	8134	3439	8070	14955	19896	14440	10789	14156	14795	12438	12888	15925	6373	8540	19768	5202	12232	12237	11978	9506	6927	211	0	0	0	0	383	0	243	238	0	0	0	0	0	121	0	0	0	144	535	0	0	0	1024
3458	13.109	549.23199	1514654	572298	1217662	2594761	986555	2288678	2113205	1990917	1264816	2043470	3375472	2614286	369046	2510592	2802233	2069964	297398	2688226	2817329	2651499	3550884	3947136	8740	2082916	577	426	485	769	151	781	457	658	451	0	982	678	166	0	695	323	526	0	163	0	184	336	0	987
3459	13.2	549.25354	21264	3589	14919	11897	12690	33784	57707	37237	15056	41204	28435	31634	151426	49246	38710	5689	16006	21387	5241	22193	56512	11194	16296	26800	2988	7271	5661	9419	3354	2096	4672	3453	1945	5562	3641	5779	3668	3971	3526	2561	3121	6754	4427	6727	6910	7891	7782	3744
3460	19.613	549.28296	64471	64188	64720	69084	88876	42066	37329	84804	56774	58816	46831	57526	60276	92597	68870	52473	38334	47446	65634	82177	60853	55909	82093	47717	7304	17885	8934	10255	11297	8469	7163	9135	8834	8018	8792	11454	4716	5651	6563	6454	8367	9168	7140	8689	5518	9462	12539	6082
3461	13.524	549.2901	7288	3659	9032	7230	4984	8862	4406	8349	6495	7778	4807	4313	5438	6494	3275	5332	8064	2943	5744	7147	4709	6417	1638	6016	15825	17298	18058	12936	10160	16673	16400	9746	17740	7266	13586	13478	10164	9728	8300	11532	8875	11708	19135	8358	20825	35296	13334	15421
3462	13.334	549.29022	5083	1008	3442	2260	833	2304	4054	5987	3020	1066	1945	1836	3232	4411	2593	1136	657	1069	1030	1519	1570	1054	388	283	18414	19378	19419	12709	12203	18585	20596	7771	19171	8906	15548	17349	9472	8120	7370	12453	9262	13222	23758	10345	24636	36535	20229	18350
3463	15.99	549.29065	119403	126824	48788	53994	23408	34721	59078	51270	30190	86940	66799	51735	25984	42055	16920	43133	106968	149337	102140	100815	40507	59892	142133	147638	0	0	0	0	0	0	0	0	0	0	0	0	0	596	0	0	0	0	0	0	0	404	0	0
3464	13.92	549.34137	8296	15788	7070	8561	21075	16931	11158	10578	5827	11887	12386	12904	22583	14101	13817	10466	18233	8286	16342	10474	15157	7593	13615	15324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	371	0	0	0	0	0	0	0	0
3465	14.236	549.34229	7457	25902	5770	6141	22055	8816	6968	8780	5496	3995	8888	12014	17522	10200	8749	6373	8883	8115	21764	7418	25515	8781	13152	12420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	442	0
3466	15.909	549.37903	37340	36271	30756	23776	61076	20364	9337	30568	17820	8062	9292	25178	21960	13286	14248	11720	12399	36164	41900	30659	22262	30986	21851	36398	0	0	0	0	0	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	507
3467	14.347	551.11871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	808	0	210	0	0	30640	30989	7547	24127	10332	4905	7228	10264	10271	49548	6775	32731	13425	13303	26891	15894	20247	11362	38021	16348	26473	15389	25897	13184
3468	13.103	551.13916	0	0	0	0	0	0	0	0	0	2134	0	0	0	0	0	0	0	0	0	0	0	1213	0	0	2032	19493	6561	17047	8066	11305	14045	29823	10232	4477	8007	7488	2897	5457	8825	15763	6388	5443	17965	11551	7033	43293	39862	10354
3469	10.813	551.13947	19404	16965	11358	18485	9909	16575	16045	17154	15886	16954	26065	16525	10204	21146	27023	16195	33310	27293	34354	25786	33715	21914	31261	19392	0	1054	1230	0	0	0	575	0	0	0	0	0	0	0	0	491	0	0	1010	0	531	0	312	0
3470	13.033	551.15387	46523	51593	30022	43220	40113	64734	78162	32782	55862	48063	110371	34951	47643	44271	54206	71563	72049	55764	53936	46056	32169	82878	55426	39893	656	4751	616	602	6079	702	749	8258	1522	26836	380	1055	5498	4550	3972	10982	0	14479	0	666	12801	5949	36770	2360
3471	13.739	551.15424	37730	47384	31584	42295	42266	83532	85640	33109	51155	45807	90605	46626	51317	38651	45748	68350	46453	52081	52934	39034	34053	91809	62178	39625	0	0	0	0	0	0	0	0	0	375	0	0	0	410	0	141	0	804	0	0	0	0	414	0
3472	11.896	551.17511	640188	681552	477907	668592	392536	903806	928967	675529	753916	964573	7868	757264	516681	592524	836525	1009782	757236	644791	5700	590832	617984	954403	523255	829275	494	0	1331	0	1634	0	1027	0	692	1877	0	1078	0	2251	394	0	3356	0	0	586	1121	2952	0	0
3473	3.468	551.1756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4939	13435	28653	24787	19421	9891	18453	13631	7218	2307	809	4260	22553	53129	10198	20952	7773	8985	13090	12673	3291	8782	17786	12518
3474	14.001	551.17584	251	0	0	0	922	0	2390	0	2156	1164	1065	953	1237	708	458	0	0	205	244	0	2684	0	214	866	18541	15471	19365	36232	54363	19923	32723	762452	19551	62459	9888	20216	1417	37827	99853	33268	12483	2904	30737	12850	17360	32104	39928	8009
3475	1.453	551.1814	231748	264735	212502	355541	274272	526218	471324	287580	673934	414085	426824	348888	340650	806845	298418	344376	566245	807775	261421	435691	612559	247252	296875	205012	0	0	0	0	0	0	0	0	0	0	507	0	0	0	0	0	0	0	0	0	0	0	0	0
3476	15.081	551.19098	5121	0	452	4131	0	1372	334	3366	5268	1546	0	295	2031	3046	1981	4407	8093	7317	194	3254	1238	3721	1199	1896	272843	122201	274102	125479	141835	214565	177529	163948	164486	196910	206889	94326	98752	117837	201372	149581	188235	170182	135094	127428	225383	160877	77613	185917
3477	14.656	551.19104	0	0	0	0	228	0	561	0	0	0	319	0	0	0	0	0	939	0	622	0	0	712	0	0	131291	46699	146235	47406	94560	85144	87310	60223	106208	85571	141428	34494	91804	42368	95298	63478	106131	92160	38625	60031	118637	55132	33096	56844
3478	13.793	551.21124	69755	36121	60213	78304	50167	220559	256872	67006	67913	114467	262919	149111	138826	107213	131356	47189	35424	93655	41111	83899	110441	49086	57525	85315	1254	0	3690	1782	4069	2105	0	5752	0	1831	3427	0	0	1166	9420	373	590	0	2246	1225	2822	0	0	1308
3479	11.704	551.21155	165928	82757	156115	118538	116681	131732	62261	151842	128648	71138	240789	179449	116111	177907	36755	78406	121151	228563	123434	158994	151129	167708	150084	114393	520835	322501	566127	624415	1010439	892701	819829	531854	420692	504474	386981	244720	299034	492271	382310	441343	593579	322159	242621	1130618	458933	600050	419159	469622
3480	10.648	551.21161	57299	26187	46375	49097	65709	103492	102792	39683	30800	50416	54596	61750	60999	53871	23567	35152	62241	74002	76326	31335	48146	64477	36501	21253	3611802	6718511	5568066	5096792	4859191	4432870	5270511	4226283	5409960	4839104	4834708	3564619	3954203	2771142	3265490	3967658	4157770	1908610	5441945	6428637	5779632	5660276	5913447	5481893
3481	13.128	551.21167	408044	363825	310541	286237	262937	165376	215551	176192	267284	305969	216675	365091	304234	174736	218529	187504	242539	245318	304945	349242	718101	206866	226327	532614	0	574	578	614	1077	0	0	1148	399	0	395	0	0	0	0	0	0	0	0	0	680	180	0	1296
3482	12.542	551.21173	290707	194470	109603	282222	91568	379036	434719	262504	261524	220346	288693	176993	272823	264544	151774	229388	186874	347623	242251	344456	347159	265182	183396	372471	16174	13381	19414	16409	7853	11079	8554	16005	9875	6987	9381	19341	6902	17050	13331	9474	13640	8900	11165	8432	12576	15331	18409	8345
3483	11.811	551.21198	66978	45473	79711	44680	61128	57815	42542	68825	48796	38074	96494	74442	55401	55261	36519	43406	43996	109432	61281	83621	60407	65782	47575	53812	1384870	1248197	1832674	8285	3098235	2414773	2874100	2415918	2088860	2785422	1683228	1231234	979355	1832795	2622560	1965549	2876686	1262597	701509	4164650	1744112	3443535	937392	2088494
3484	13.233	551.23254	40297	24617	29512	23786	13852	29138	21920	23264	19424	12249	19532	18967	17606	43499	8886	15028	32491	9725	23431	17222	9271	25120	8909	22061	0	684	1048	658	0	1482	690	0	398	0	0	752	0	0	276	125	682	286	2314	0	0	0	0	1122
3485	12.58	551.24799	550524	96665	490545	1151976	243392	476390	172606	757648	112282	112640	358185	840145	13721	307818	298560	156186	18423	1027120	375373	1007317	298032	815252	332165	140425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	533	0	0	0
3486	14.373	551.2489	19247	14789	15969	18960	11674	20678	14843	22476	17089	15577	29347	26421	15371	16027	18038	23285	16517	27256	23091	20891	25750	28048	30816	13936	13941	4951	6469	7618	9860	14901	6396	9313	12024	8870	9535	4615	7316	9378	11620	18647	7479	9087	16463	8061	5539	10502	20039	8200
3487	12.08	551.26923	13692	0	16042	16345	1803	4410	12902	31191	15378	9363	22543	23841	15180	21074	15053	1401	11315	14900	0	29440	25656	4106	12663	6985	0	0	898	0	0	0	0	0	179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	180
3488	19.615	551.28027	19947	19154	19454	21911	24149	12632	11040	25218	16478	15906	12742	19242	15834	27292	20510	15470	11010	13477	21535	21530	19295	15242	25490	14732	1737	5989	2985	1953	3177	2229	2719	893	1401	1823	2390	3755	1452	1228	1141	1184	1796	1995	2048	2033	1000	1504	2949	1194
3489	13.247	551.30524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1322	0	0	0	0	0	13280	16047	15961	11708	8056	13156	16413	11687	15004	7709	14870	11977	11723	6697	10568	15136	10997	11748	17225	16563	16820	29316	13317	22402
3490	14.306	553.13348	11439	25061	8900	8524	10274	8233	8923	3907	8310	13418	20428	12366	20012	5899	7752	23169	15496	11287	17251	4216	8582	13842	12376	9062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3491	10.834	553.15521	9223	10709	7269	11868	5129	8401	8926	11153	12093	12806	13660	10286	6068	9175	13326	12072	13737	14958	18012	13233	11094	17687	10093	8235	0	0	615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3492	10.803	553.19092	6563	6161	15690	8265	8746	11630	9269	10762	13236	8569	10271	13367	5427	7470	9622	11679	17694	15546	9428	13500	10947	14123	7410	8596	39325	39398	42856	37551	23943	37989	36076	26345	42157	32516	37080	33072	27281	26061	25975	27927	26916	39566	35101	61173	44794	29207	40478	40461
3493	4.169	553.19122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	365	776	264	0	0	0	185	0	0	174	43615	44501	42077	43103	62290	58717	80822	102490	46508	63828	56721	64938	89646	117224	75090	69000	60186	38386	72681	32992	60671	76388	31533	56929
